scan_id,file_name,relative_path,parent_folder,suffix,num_dimensions,shape,shape_x,shape_y,shape_z,spacing,spacing_x,spacing_y,spacing_z,fov_x_mm,fov_y_mm,fov_z_mm,num_voxels,dtype,min_intensity,max_intensity,mean_intensity,std_intensity,median_intensity,p01_intensity,p05_intensity,p95_intensity,p99_intensity,nonzero_fraction,error
005_005-2,005_005-2.nii.gz,005_005-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,2404.0,77.67485809326172,108.94075012207031,18.0,0.0,0.0,302.0,448.0,0.8188094019113632,
005_005-3,005_005-3.nii.gz,005_005-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1554.0,71.6526870727539,93.34297180175781,19.0,0.0,0.0,261.0,359.0,0.811075338689351,
005_005-4,005_005-4.nii.gz,005_005-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,2265.0,78.49777221679688,104.81695556640625,19.0,0.0,0.0,296.0,408.0,0.8242402462717916,
005_005-5,005_005-5.nii.gz,005_005-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,4091.0,79.19078826904297,104.39496612548828,20.0,0.0,0.0,291.0,411.0,0.8187183299201848,
006_006-0,006_006-0.nii.gz,006_006-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,791.0,43.27253723144531,81.64783477783203,6.0,0.0,0.0,229.0,379.0,0.8023212691661415,
006_006-1,006_006-1.nii.gz,006_006-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,587.0,42.684085845947266,79.44298553466797,5.0,0.0,0.0,229.0,358.0,0.7915785483616887,
006_006-2,006_006-2.nii.gz,006_006-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,741.0,44.509735107421875,85.16631317138672,6.0,0.0,0.0,240.0,390.0,0.8074081731779038,
006_006-3,006_006-3.nii.gz,006_006-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,741.0,43.27052688598633,84.45990753173828,5.0,0.0,0.0,236.0,394.0,0.8097269809388784,
006_006-4,006_006-4.nii.gz,006_006-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,713.0,40.63982009887695,80.6783218383789,5.0,0.0,0.0,228.0,375.0,0.7984493147448015,
006_006-5,006_006-5.nii.gz,006_006-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,719.0,44.159461975097656,87.9368667602539,5.0,0.0,0.0,246.0,415.0,0.8115963361163621,
007_007-0,007_007-0.nii.gz,007_007-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,1480.0,89.04889678955078,131.0992431640625,15.0,0.0,0.0,386.0,536.0,0.8325589752678009,
007_007-1,007_007-1.nii.gz,007_007-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1602.0,75.36241149902344,109.84721374511719,10.0,0.0,0.0,323.0,429.0,0.8178440388048729,
007_007-2,007_007-2.nii.gz,007_007-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,1790.0,86.71269989013672,128.25131225585938,12.0,0.0,0.0,375.0,510.0,0.8173829355702583,
007_007-3,007_007-3.nii.gz,007_007-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1341.0,72.5351791381836,106.47282409667969,9.0,0.0,0.0,310.0,406.0,0.8082798387943709,
007_007-4,007_007-4.nii.gz,007_007-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1728.0,67.81021881103516,98.55380249023438,8.0,0.0,0.0,288.0,367.0,0.7962394651858853,
007_007-5,007_007-5.nii.gz,007_007-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,923.0,64.4661865234375,94.68159484863281,8.0,0.0,0.0,278.0,357.0,0.809836595515648,
008_008-0,008_008-0.nii.gz,008_008-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,633.0,31.54818344116211,64.63805389404297,4.0,0.0,0.0,173.0,314.0,0.7507211917139256,
008_008-1,008_008-1.nii.gz,008_008-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304210424423218, 1.6304210424423218, 3.0)",1.6304210424423218,1.6304210424423218,3.0,449.9962077140808,449.9962077140808,240.0,6094080,float64,0.0,995.0,36.685035705566406,74.36035919189453,4.0,0.0,0.0,201.0,349.0,0.7246283278197858,
008_008-2,008_008-2.nii.gz,008_008-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,619.0,30.72794532775879,61.61936950683594,3.0,0.0,0.0,163.0,292.0,0.7328430214240705,
008_008-3,008_008-3.nii.gz,008_008-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1242.0,47.84451675415039,97.74437713623047,6.0,0.0,0.0,253.0,484.0,0.7830379647132956,
008_008-4,008_008-4.nii.gz,008_008-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,932.0,38.43854904174805,78.4009780883789,4.0,0.0,0.0,211.0,365.0,0.7389420552404957,
008_008-5,008_008-5.nii.gz,008_008-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,816.0,39.91531753540039,80.43983459472656,4.0,0.0,0.0,213.0,378.0,0.7344683693026675,
009_009-0,009_009-0.nii.gz,009_009-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,752.0,31.831195831298828,65.5630111694336,4.0,0.0,0.0,176.0,298.0,0.7845694510081915,
009_009-1,009_009-1.nii.gz,009_009-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 79)",276,276,79,"(1.6304019689559937, 1.6304399967193604, 3.0384600162506104)",1.6304019689559937,1.6304399967193604,3.0384600162506104,449.99094343185425,450.00143909454346,240.03834128379822,6017904,float64,0.0,810.0,28.631927490234375,62.14274215698242,2.0,0.0,0.0,164.0,295.0,0.6971929096908159,
009_009-2,009_009-2.nii.gz,009_009-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304210424423218, 1.6304399967193604, 3.0)",1.6304210424423218,1.6304399967193604,3.0,449.9962077140808,450.00143909454346,240.0,6094080,float64,0.0,641.0,28.155107498168945,59.788509368896484,2.0,0.0,0.0,167.0,277.0,0.678149449957992,
009_009-3,009_009-3.nii.gz,009_009-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,596.0,26.293556213378906,56.674442291259766,2.0,0.0,0.0,152.0,269.0,0.6858078659945389,
009_009-4,009_009-4.nii.gz,009_009-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,955.0,30.289731979370117,66.14437103271484,3.0,0.0,0.0,175.0,316.0,0.6886396305923126,
009_009-5,009_009-5.nii.gz,009_009-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,560.0,26.792638778686523,58.57241439819336,2.0,0.0,0.0,158.0,280.0,0.6760692344045368,
010_010-0,010_010-0.nii.gz,010_010-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,847.0,63.59723663330078,106.60382080078125,7.0,0.0,0.0,328.0,426.0,0.7861076651438773,
010_010-1,010_010-1.nii.gz,010_010-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1063.0,67.4612808227539,116.2659912109375,6.0,0.0,0.0,357.0,471.0,0.7814436305398026,
010_010-2,010_010-2.nii.gz,010_010-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1188.0,63.5875358581543,109.06905364990234,6.0,0.0,0.0,334.0,444.0,0.7731724887103549,
010_010-3,010_010-3.nii.gz,010_010-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,928.0,63.883453369140625,108.85862731933594,6.0,0.0,0.0,331.0,435.0,0.771554525047259,
010_010-4,010_010-4.nii.gz,010_010-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,990.0,63.11041259765625,109.47029876708984,6.0,0.0,0.0,331.0,450.0,0.7783393063432053,
010_010-5,010_010-5.nii.gz,010_010-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,942.0,59.45145797729492,101.79679870605469,6.0,0.0,0.0,305.0,420.0,0.7666709331022894,
011_011-0,011_011-0.nii.gz,011_011-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304210424423218, 1.6304399967193604, 3.0)",1.6304210424423218,1.6304399967193604,3.0,449.9962077140808,450.00143909454346,240.0,6094080,float64,0.0,1077.0,61.462947845458984,97.26062774658203,8.0,0.0,0.0,293.0,380.0,0.7982674989498004,
011_011-1,011_011-1.nii.gz,011_011-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,3202.0,65.23207092285156,107.85466003417969,6.0,0.0,0.0,323.0,416.0,0.7822504791535392,
011_011-2,011_011-2.nii.gz,011_011-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304210424423218, 1.6304399967193604, 3.0)",1.6304210424423218,1.6304399967193604,3.0,449.9962077140808,450.00143909454346,240.0,6094080,float64,0.0,1063.0,66.0543212890625,108.32797241210938,7.0,0.0,0.0,324.0,417.0,0.7953159459672338,
011_011-3,011_011-3.nii.gz,011_011-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,834.0,66.20535278320312,109.6421890258789,7.0,0.0,0.0,329.0,432.0,0.7947888770741441,
011_011-4,011_011-4.nii.gz,011_011-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,873.0,66.10587310791016,109.67259216308594,7.0,0.0,0.0,329.0,424.0,0.7951521804767906,
011_011-5,011_011-5.nii.gz,011_011-5.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,1314.0,65.72996520996094,110.88969421386719,6.0,0.0,0.0,332.0,445.0,0.7886893509766856,
012_012-0,012_012-0.nii.gz,012_012-0.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,1279.0,85.9078369140625,161.57432556152344,11.0,0.0,0.0,470.0,739.0,0.8296577990443185,
012_012-1,012_012-1.nii.gz,012_012-1.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,925.0,64.60266876220703,119.24967956542969,6.0,0.0,0.0,360.0,507.0,0.8026176223482462,
012_012-2,012_012-2.nii.gz,012_012-2.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,945.0,65.11711883544922,119.5832748413086,7.0,0.0,0.0,363.0,508.0,0.8094355505671077,
012_012-3,012_012-3.nii.gz,012_012-3.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304210424423218, 3.0)",1.6304399967193604,1.6304210424423218,3.0,450.00143909454346,449.9962077140808,240.0,6094080,float64,0.0,877.0,62.32145690917969,113.95401000976562,6.0,0.0,0.0,345.0,476.0,0.8032191897710566,
012_012-4,012_012-4.nii.gz,012_012-4.nii.gz,Training-nifti,.nii.gz,3,"(276, 276, 80)",276,276,80,"(1.6304399967193604, 1.6304399967193604, 3.0)",1.6304399967193604,1.6304399967193604,3.0,450.00143909454346,450.00143909454346,240.0,6094080,float64,0.0,898.0,59.840370178222656,111.51274871826172,6.0,0.0,0.0,337.0,476.0,0.8103500446334804,
